question_id,lang,question_lang,bert_score_f1,bleurt,exact_match,meteor,moverscore,rouge_l,sbert,smile_avg,smile_hm
-2745676532874802308,bn,bn,0.5584019422531128,0.41820335388183594,0.0,0.0,0.44406816138957433,0.0,0.13183079659938812,0.1922302022576332,0.17325249656401925
-1876566410524927695,bn,bn,0.6294012665748596,0.4255616068840027,0.0,0.0,0.45984196198434746,0.0,0.4378226399421692,0.7189114093780518,0.6090079800326166
7227555710158242498,bn,bn,0.606396496295929,0.34576117992401123,0.0,0.0,0.4643438309596542,0.0,0.26641982793807983,0.30162763595581055,0.2975179669545424
4765871946129153693,bn,bn,0.6352267861366272,0.10470505803823471,0.0,0.0,0.47823863246652093,0.0,0.13160370290279388,0.23100509494543076,0.18823271911385853
-420328556017322612,bn,bn,0.5877393484115601,0.26450446248054504,0.0,0.0,0.4757391959989958,0.0,0.27687373757362366,0.24540862441062927,0.24137431897927883
-4747113494541566005,bn,bn,0.5665819048881531,0.1575835645198822,0.0,0.0,0.48042755103080476,0.0,0.22216278314590454,0.16139641031622887,0.13851765831869034
-5956394326713149186,bn,bn,0.5827533006668091,0.3031182885169983,0.0,0.0,0.4802702075075555,0.0,0.24478784203529358,0.26374539732933044,0.2623827573123866
6963456283897747354,bn,bn,0.57138592004776,0.2404426634311676,0.0,0.0,0.47480757704361903,0.0,0.25518548488616943,0.2132812887430191,0.2050481748218934
7261113909385711562,bn,bn,0.7192741632461548,0.36181944608688354,0.0,0.32258064516129037,0.4986505141519088,0.125,0.4152457118034363,0.5372723042964935,0.5095573278192222
4106588699678463630,bn,bn,0.6610421538352966,0.18818454444408417,0.0,0.0,0.49769588091911543,0.0,0.4460049867630005,0.28103265538811684,0.18418999933922217
7152662467309168284,bn,bn,0.5608653426170349,0.10558195412158966,0.0,0.0,0.48151235371808615,0.0,0.04883348196744919,0.11070456355810165,0.07612580723217405
-5793800331448495746,bn,bn,0.6393280029296875,0.4020824432373047,0.0,0.0,0.47546044303497137,0.0,0.3696458637714386,0.38326436281204224,0.3827804557603017
5886093820026322890,bn,bn,0.5579584836959839,0.28586673736572266,0.0,0.0,0.4808386753050326,0.0,0.25058600306510925,0.19105982780456543,0.17251409637751608
-498860663941437072,bn,bn,0.557572066783905,0.2243257462978363,0.0,0.0,0.4622306888943933,0.0,0.15957462787628174,0.23703914880752563,0.21172370183053832
-5783406057244811041,bn,bn,0.6226015090942383,0.17348870635032654,0.0,0.0,0.46161625535347833,0.0,0.1300685703754425,0.163821779191494,0.15686739796695454
5381624716173886334,bn,bn,0.6656962633132935,0.09909005463123322,0.0,0.0,0.4719154031834047,0.0,0.3288070559501648,0.24891729652881622,0.22327671922459058
6116110168166471080,bn,bn,0.6243337988853455,0.16573596000671387,0.0,0.0,0.48410992462957525,0.0,0.23378124833106995,0.6168906390666962,0.3789670610286541
3403951816648688608,bn,bn,0.6359066963195801,0.12535960972309113,0.0,0.0,0.4673835565667098,0.0,0.04162497818470001,0.12246144562959671,0.06910151315962948
8267522460423221288,bn,bn,0.5689855813980103,0.25888681411743164,0.0,0.0,0.4613100914281163,0.0,0.08399246633052826,0.16255881637334824,0.12458694790797402
-2740934054571871942,bn,bn,0.6311786770820618,0.03961656242609024,0.0,0.0,0.46791562923753294,0.0,0.23530876636505127,0.23471768200397491,0.23471619348926684
5748045963632442861,bn,bn,0.606396496295929,0.34576117992401123,0.0,0.0,0.4643438309596542,0.0,0.26641982793807983,0.30162766575813293,0.29751800412033286
1123520414070366930,bn,bn,0.5368058085441589,-0.021840840578079224,0.0,0.0,0.4642121610087878,0.0,0.17615869641304016,0.20106786489486694,0.19798202268243917
6432547307270795776,bn,bn,0.5684521198272705,0.34467703104019165,0.0,0.0,0.4621539796079642,0.0,0.19329790771007538,0.20932047814130783,0.20809402019747256
9055051426330381469,bn,bn,0.565276026725769,0.058330923318862915,0.0,0.0,0.4501135458700161,0.0,0.2978810966014862,0.26219482719898224,0.2573376901658712
1608567749399140076,bn,bn,0.5349470973014832,0.09271325916051865,0.0,0.0,0.4676339415698525,0.0,0.20347727835178375,0.2176544964313507,0.21673104234110524
8649263373299686238,bn,bn,0.5947994589805603,0.6529182195663452,0.0,0.0,0.46278265077153524,0.0,0.28938281536102295,0.25167490541934967,0.2460252282110855
4964268432938427242,bn,bn,0.5284937620162964,0.4076588749885559,0.0,0.0,0.4551057231820507,0.0,0.24257732927799225,0.31226176768541336,0.29671096557425086
6355795152967245461,bn,bn,0.5429721474647522,0.43010228872299194,0.0,0.0,0.45779086318318757,0.0,0.16821971535682678,0.2962624877691269,0.2409231602883696
8813947428531322725,bn,bn,0.594059407711029,0.21609145402908325,0.0,0.0,0.45521297542767397,0.0,0.31440508365631104,0.3469150960445404,0.34386853784617594
2831667207562265916,bn,bn,0.6037567257881165,0.18022093176841736,0.0,0.0,0.47871479951648965,0.0,0.2758059501647949,0.28816889226436615,0.28763850074237934
-2229093065082248285,bn,bn,0.6388594508171082,0.1554068922996521,0.0,0.0,0.4818759414657135,0.0,0.31322920322418213,0.4649071991443634,0.41542163211661765
1858783326019316577,bn,bn,0.631458044052124,0.26925143599510193,0.0,0.0,0.48617573771955164,0.0,0.24372218549251556,0.2427525445818901,0.24274867148759494
-3523393962775434534,bn,bn,0.6393522024154663,0.23908597230911255,0.0,0.0,0.49146696497098336,0.0,0.17609255015850067,0.2500235438346863,0.2281624793703287
1005179625557178313,bn,bn,0.6335992813110352,0.2208685278892517,0.0,0.0,0.4865043603403262,0.0,0.15755164623260498,0.21834717690944672,0.20141958032267457
7170864742246515038,bn,bn,0.6126632690429688,0.4635162353515625,0.0,0.0,0.5038845573845082,0.0,0.1650494933128357,0.20437433570623398,0.1968076164118483
3316462152613272088,bn,bn,0.6552338004112244,0.15048721432685852,0.0,0.0,0.4707283640481468,0.0,0.09268243610858917,0.21537143737077713,0.14548016533563896
6668903262082366201,bn,bn,0.5803958773612976,0.3667665123939514,0.0,0.0,0.45285054873667063,0.0,0.27224043011665344,0.3580359220504761,0.33747697694523604
-2267181266703367740,bn,bn,0.6427558064460754,0.3472001552581787,0.0,0.0,0.473021377561033,0.0,0.36346927285194397,0.3986223489046097,0.39552230936787003
-1661126925998670259,bn,bn,0.6198489665985107,0.2054806649684906,0.0,0.0,0.4954642058796973,0.0,0.08042506128549576,0.16231341287493706,0.12100011653507933
-2136700101753761313,bn,bn,0.6739506721496582,0.15667472779750824,0.0,0.0,0.4735049786850534,0.0,0.5365573167800903,0.4012059271335602,0.3555435940515562
3526278179388359012,bn,bn,0.5808502435684204,0.04500707983970642,0.0,0.0,0.4730308099799887,0.0,0.0991310253739357,0.15936123952269554,0.13659740232946102
-5010041608978821610,bn,bn,0.5635855793952942,0.3167005777359009,0.0,0.0,0.46783696490714294,0.0,0.32713502645492554,0.27395178377628326,0.26362713006231014
3588409102792315125,bn,bn,0.6047891974449158,0.26372939348220825,0.0,0.0,0.4794060719270959,0.0,0.3828233480453491,0.31010652333498,0.2930551677585393
-7751560348902216613,bn,bn,0.6625398993492126,0.16583263874053955,0.0,0.0,0.4844611094228147,0.0,0.18337410688400269,0.2353731095790863,0.22388543332176863
1076647139495158279,bn,bn,0.6583391427993774,0.40128636360168457,0.0,0.0,0.4860358195332383,0.0,0.304404079914093,0.3942306339740753,0.3737634020571829
8166480480822633164,bn,bn,0.5539706349372864,0.10575500130653381,0.0,0.0,0.46750014919721894,0.0,0.19673384726047516,0.16638237982988358,0.16084566629007155
6943690212894033595,bn,bn,0.701640784740448,0.07844383269548416,0.0,0.2777777777777778,0.48299269098915887,0.09999999999999999,0.29503506422042847,0.47585631906986237,0.4071458178218509
8779590101900404877,bn,bn,0.5805666446685791,0.18478308618068695,0.0,0.0,0.4633450018335008,0.0,0.3107115924358368,0.37571315467357635,0.3644673331185189
689063039550382438,bn,bn,0.5486401319503784,0.6067348122596741,0.0,0.0,0.4519050997460841,0.0,0.2564809322357178,0.34859782457351685,0.3242559576546539
7764009099391764784,bn,bn,0.5974665284156799,0.06155272573232651,0.0,0.0,0.4634333367535066,0.0,0.3426053524017334,0.2977132946252823,0.290944067787014
8300604631802764825,bn,bn,0.6002354025840759,0.2389732450246811,0.0,0.0,0.46428262697117223,0.0,0.13891085982322693,0.28773273527622223,0.21075869687880142
1000655898230199575,bn,bn,0.5932138562202454,0.10688638687133789,0.0,0.0,0.4593136140735842,0.0,0.20578797161579132,0.31083691865205765,0.27533500219079005
-8962191687197513477,bn,bn,0.6384829878807068,0.17358388006687164,0.0,0.0,0.4812192884499825,0.0,0.31823980808258057,0.3423231989145279,0.3406288652678353
-8667579539722616207,bn,bn,0.5450640916824341,0.006477907299995422,0.0,0.0,0.46353488327361225,0.0,0.14070981740951538,0.18597720563411713,0.17495895651556526
-1333235454328370473,bn,bn,0.6100449562072754,0.11407394707202911,0.0,0.0,0.4714199955984135,0.0,0.22285591065883636,0.25005777180194855,0.24709869385112687
1511942354883830247,bn,bn,0.5958127379417419,-0.03682197630405426,0.0,0.0,0.4539905089274459,0.0,0.2559971809387207,0.24257220327854156,0.24182919140942533
1838914929946627726,bn,bn,0.6088877320289612,0.40633130073547363,0.0,0.0,0.4794879874712435,0.0,0.18726301193237305,0.1689065620303154,0.16691161731676263
3098126407988885365,bn,bn,0.5673502683639526,0.2827494740486145,0.0,0.0,0.4557131134651734,0.0,0.18573495745658875,0.32030097395181656,0.2637665443998711
-1983892442792225823,bn,bn,0.5204586386680603,0.12379190325737,0.0,0.0,0.4616351807491936,0.0,0.09888305515050888,0.21359901130199432,0.15198935083894488
-4991087665454547552,bn,bn,0.5610209703445435,0.301887571811676,0.0,0.0,0.4505443603230573,0.0,0.26314324140548706,0.24863658100366592,0.24779019228980784
-3875366417065403058,bn,bn,0.6055502891540527,0.10798749327659607,0.0,0.0,0.4742536898652461,0.0,0.15129467844963074,0.09319517947733402,0.05697486501722373
-3885326760164488670,bn,bn,0.5909683704376221,0.1621292233467102,0.0,0.0,0.48048825416927315,0.0,0.28621602058410645,0.2825855016708374,0.2825388577917341
3142664142366902615,bn,bn,0.572942316532135,0.11548902094364166,0.0,0.0,0.4746304302919311,0.0,0.14500169456005096,0.16627267748117447,0.16355151654670913
-7694654834781922792,bn,bn,0.5909683704376221,0.1621292233467102,0.0,0.0,0.48048825416927315,0.0,0.28621602058410645,0.2825855016708374,0.2825388577917341
-8988812969106294068,bn,bn,0.6074378490447998,0.21629223227500916,0.0,0.0,0.47220999029243466,0.0,0.20553576946258545,0.20958638936281204,0.2095081041190708
-8413511032406448036,bn,bn,0.6548914909362793,0.33159512281417847,0.0,0.0,0.4967496850163447,0.0,0.1993030309677124,0.22287091612815857,0.22037867519291254
-3646724998913325204,bn,bn,0.5751968026161194,0.14967264235019684,0.0,0.0,0.47748116620688547,0.0,0.26239490509033203,0.2410135343670845,0.23911669892501905
-4765445277044323596,bn,bn,0.6046134829521179,0.6856328248977661,0.0,0.0,0.45902794694498517,0.0,0.29760217666625977,0.6488010883331299,0.4586955571095691
6789291323843006055,bn,bn,0.6909928917884827,0.3945617973804474,0.0,0.28571428571428575,0.5069411534404232,0.10526315789473684,0.3562314510345459,0.5392134934663773,0.47711859701984277
-649432108586965104,bn,bn,0.5641847252845764,0.19782666862010956,0.0,0.0,0.45256737471060315,0.0,0.15324774384498596,0.2410338819026947,0.20906152319674773
-1086956549865538368,bn,bn,0.5761086940765381,0.24982957541942596,0.0,0.0,0.4618427383092933,0.0,0.2058003693819046,0.24539852142333984,0.239008854459908
4379333509025754299,bn,bn,0.6397702097892761,0.07295729219913483,0.0,0.0,0.4748387077443327,0.0,0.1825578659772873,0.2822456732392311,0.2470364006062773
-4294148080214398022,bn,bn,0.6389480233192444,0.13261297345161438,0.0,0.0,0.48035298335653004,0.0,0.1011422872543335,0.15012430399656296,0.13414263786731753
4017115203379762920,bn,bn,0.579781174659729,0.2126777172088623,0.0,0.0,0.4877307476778515,0.0,0.21496576070785522,0.1961514949798584,0.19434689250408688
7850489227318180466,bn,bn,0.580732524394989,0.6953195929527283,0.0,0.24390243902439024,0.48734992111672176,0.05405405405405405,0.26540008187294006,0.4314834773540497,0.3675560126756875
-1400332443259395194,bn,bn,0.6750003695487976,0.3805606961250305,0.0,0.0,0.4977660371423944,0.0,0.4766947627067566,0.43589797616004944,0.4320797024272839
-8186072029845242451,bn,bn,0.6430553793907166,0.4711792469024658,0.0,0.0,0.49410782850260804,0.0,0.2563490867614746,0.2651619166135788,0.26486902238824955
-1007597288250112177,bn,bn,0.6124861240386963,0.19471344351768494,0.0,0.0,0.48310522801179506,0.0,0.2405969500541687,0.32356706261634827,0.3022915980405762
-6560384253752077445,bn,bn,0.7343629598617554,0.7767873406410217,0.0,0.4878048780487805,0.5135144384183438,0.21052631578947367,0.5609362125396729,0.7804681360721588,0.7187176773123441
-8704950492245630342,bn,bn,0.5445428490638733,0.4812922477722168,0.0,0.0,0.45101359072809116,0.0,0.23176303505897522,0.21928387880325317,0.21857370987569757
-2589733624683154714,bn,bn,0.6686021089553833,0.5176128149032593,0.0,0.625,0.49345839184685386,0.25,0.5125933289527893,0.7562966644763947,0.6777675004767698
-2837424301014258465,bn,bn,0.6686021089553833,0.5176128149032593,0.0,0.625,0.49345839184685386,0.25,0.5125933289527893,0.7562966644763947,0.6777675004767698
-7965237792040888922,bn,bn,0.6500009298324585,0.16214784979820251,0.0,0.0,0.4840105064633012,0.0,0.24258172512054443,0.23575517535209656,0.2355575051135896
-3022624403442561514,bn,bn,0.6119381785392761,0.3419284224510193,0.0,0.2127659574468085,0.49465203265329993,0.08333333333333333,0.3356255888938904,0.39820828040440875,0.38837270342038993
-5690400097299320762,bn,bn,0.6550585031509399,0.33146828413009644,0.0,0.20833333333333334,0.47938480443985765,0.07407407407407407,0.52531898021698,0.6694126228491465,0.6383959118725363
5379247429697780774,bn,bn,0.5248183608055115,0.3437620997428894,0.0,0.0,0.4369691858845517,0.0,-0.001077546738088131,0.17738375742919743,0.0
8461128339202598871,bn,bn,0.6019898056983948,0.4269319772720337,0.0,0.0,0.46181704143491165,0.0,0.17526453733444214,0.2583922743797302,0.23164913477596877
6572351114309019461,bn,bn,0.5073338150978088,0.08874364197254181,0.0,0.0,0.4536553310641764,0.0,0.2182726413011551,0.22226029634475708,0.22218874966178787
-150535552137648197,bn,bn,0.5352624654769897,0.47579729557037354,0.0,0.0,0.4305136317176388,0.0,0.32892078161239624,0.32176509499549866,0.3216059607334061
3528854394091288033,bn,bn,0.6286381483078003,0.08871626853942871,0.0,0.0,0.4774426704732937,0.0,0.20518559217453003,0.25101062655448914,0.242644710717581
2493517987027381582,bn,bn,0.5486133098602295,0.3769610524177551,0.0,0.0,0.4587745912023648,0.0,0.22386959195137024,0.23934897780418396,0.23834788146118507
-7508621365738994110,bn,bn,0.5844013690948486,0.16850480437278748,0.0,0.0,0.4928203309799553,0.0,0.21635589003562927,0.2959231262405713,0.27452918600767406
2782958259403202284,bn,bn,0.5802135467529297,0.30371564626693726,0.0,0.0,0.4686120986301895,0.0,0.43321359157562256,0.7166067063808441,0.6045345047296655
-2974761867852235032,bn,bn,0.6397188901901245,0.45546287298202515,0.0,0.07352941176470588,0.5112986001486322,0.05714285714285715,0.46249818801879883,0.38722610817505765,0.37259413631721894
5163911998837735354,bn,bn,0.6097524166107178,0.02375677227973938,0.0,0.0,0.4834239614605216,0.0,0.2578697204589844,0.23605772852897644,0.23404227665235494
-8987987973233421732,bn,bn,0.591753363609314,0.24244636297225952,0.0,0.0,0.47440740122149394,0.0,0.5330815315246582,0.4968686103820801,0.4942293211470642
6516096668018320181,bn,bn,0.6061132550239563,0.15712755918502808,0.0,0.13333333333333333,0.47171751950309204,0.04444444444444444,0.37480175495147705,0.3224808871746063,0.313992153105619
-2813154751947683081,bn,bn,0.5514527559280396,0.45155197381973267,0.0,0.0,0.45544162329689675,0.0,0.16964653134346008,0.31262797117233276,0.24723493529369675
2697957054813403249,bn,bn,0.5972936749458313,0.05403715372085571,0.0,0.0,0.4559995323097336,0.0,0.20389577746391296,0.1962536945939064,0.19595611212818553
3471434963355078082,bn,bn,0.5974740386009216,0.1005735844373703,0.0,0.0,0.4841352834439286,0.0,0.044938214123249054,0.17885205149650574,0.07858532431296618
