question_id,lang,question_lang,bert_score_f1,bleurt,exact_match,meteor,moverscore,rouge_l,sbert,smile_avg,smile_hm
-2745676532874802308,bn,bn,0.5687591433525085,0.3351897895336151,0.0,0.0,0.44019502204095434,0.0,0.2490890622138977,0.2767738699913025,0.27400464693677085
-1876566410524927695,en,bn,0.8196206092834473,0.22336691617965698,0.0,0.0,0.4266919146694217,0.0,0.18956921994686127,0.40802033245563507,0.39426913800321106
7227555710158242498,en,bn,0.7867860198020935,0.08803622424602509,0.0,0.0,0.43110049325195177,0.0,0.09940168261528015,0.35328689217567444,0.35321008691825095
4765871946129153693,en,bn,0.8324431777000427,0.11998927593231201,0.0,0.0,0.4539816180597969,0.0,0.2410012185573578,0.41012394428253174,0.4029575354323571
-420328556017322612,en,bn,0.8303182721138,0.19331961870193481,0.0,0.07936507936507937,0.4483516301985237,0.047619047619047616,0.36806637048721313,0.518711119890213,0.5146630146378242
-4747113494541566005,en,bn,0.8281674981117249,0.1521736979484558,0.0,0.0,0.46035302038591586,0.0,0.4349716603755951,0.4436129629611969,0.4148175019940294
-5956394326713149186,en,bn,0.840541660785675,0.22161531448364258,0.0,0.10869565217391305,0.4891999290153947,0.10526315789473684,0.40643125772476196,0.5901707410812378,0.5832918884503836
6963456283897747354,en,bn,0.8166642189025879,0.24003517627716064,0.0,0.06666666666666667,0.47566949931140357,0.1,0.4252316355705261,0.4495937625567118,0.4337755109940052
7261113909385711562,en,bn,0.8847149610519409,0.5828846096992493,0.0,0.4261363636363637,0.4925070908894793,0.1904761904761905,0.5297183990478516,0.8092373013496399,0.7642684737670975
4106588699678463630,en,bn,0.8648954033851624,0.2767352759838104,0.0,0.19607843137254904,0.5043589893733635,0.22857142857142856,0.6525362730026245,0.7198413461446762,0.7186590160207542
7152662467309168284,en,bn,0.7884007096290588,0.07461631298065186,0.0,0.0,0.4471121459743665,0.0,0.23797175288200378,0.25600549578666687,0.2549973869592776
-5793800331448495746,en,bn,0.8047073483467102,0.2552409768104553,0.0,0.0,0.4513523298714882,0.0,0.4779204726219177,0.437610924243927,0.41641548491950986
5886093820026322890,en,bn,0.8124566078186035,0.273995578289032,0.0,0.23148148148148148,0.4676588838994065,0.21052631578947367,0.5293459892272949,0.5301584362983703,0.5283386976775292
-498860663941437072,en,bn,0.794034481048584,0.2514466941356659,0.0,0.0,0.4434608076963144,0.0,0.1507372409105301,0.3712548315525055,0.3695535070640551
